filename,PWV_mm,T_eff_K,T_moy_K,T_min_K,z_moy_m,std_vert_m
00060716_geop5000.parquet,0.558548349622334,262.6094746861396,262.64578089980125,266.46,5562.8758354681895,846.6735334559256
00060814_geop5000.parquet,0.19306299517272457,260.52117907656327,260.82534988887073,268.2,6235.246895836741,1168.0157875565951
00060820_geop5000.parquet,0.5561936595705406,264.0142489095322,264.76692207029816,268.03,5574.474609361962,849.0693084789901
00062616_geop5000.parquet,0.3474606769363168,258.4647889104933,257.59289266914476,270.75,6304.2355204461355,1161.7552510530165
00062618_geop5000.parquet,0.36271836048382344,257.6875127483578,256.8696304224863,271.90999999999997,6404.091867340913,1214.9090488034078
00062718_geop5000.parquet,0.4021873994468014,259.7942562886316,259.174935279218,269.92999999999995,6219.1642494522075,1119.1796227128173
00062811_geop5000.parquet,1.2021871749427475,254.82042739542015,255.34375714480075,263.08,6603.841578427924,1177.421315117929
00062813_geop5000.parquet,1.2901314034723501,254.9510065531884,255.11793505373194,265.45,6650.645295708758,1166.200448709086
00063010_geop5000.parquet,0.9183441798991567,263.67132762868135,264.72473858269524,264.26,5698.010712320597,931.7367045722925
00063013_geop5000.parquet,0.8353406308395823,263.7808716111599,264.6954680033251,269.51,5926.729999604151,1089.0644508743403
00063016_geop5000.parquet,0.8795968780506528,264.3282392125781,264.16788961810556,274.67999999999995,5969.8352559063715,1021.8959836627387
00070110_geop5000.parquet,0.5583096591315895,260.4106838571389,261.58165564358615,263.72999999999996,6305.001322769664,1151.2866378577655
00070113_geop5000.parquet,0.8235836097689899,261.80315314114216,262.5781110633287,268.81,6160.940871775302,1142.7067525711768
00071214_geop5000.parquet,0.5457081745547168,257.5773611544748,257.50748646925916,267.77,6164.584944135813,1040.0604869896308
00071219_geop5000.parquet,0.5436788425558865,256.68631459809126,255.57213671383738,267.71,6297.08727449508,1110.2450534720415
00071315_geop5000.parquet,0.2647011609960867,261.05204464272555,261.33625280470426,269.62,6050.050063947061,1222.0790991758563
00071319_geop5000.parquet,0.2711944743378111,260.01889952530837,260.4431551633678,269.16999999999996,6191.577581683929,1324.0304389675648
00071513_geop5000.parquet,0.7633885710937498,257.9052184307299,257.4402182451413,264.27,5924.975642283338,1152.2014362995983
00071721_geop5000.parquet,1.272174946766776,254.12825589491086,252.80026088122634,265.0,6601.973911877365,1189.297252326789
00071918_geop5000.parquet,0.3928288827802772,261.22308136040766,260.81929461579125,267.03999999999996,5715.989248205537,843.5703844656758
00072302_geop5000.parquet,0.5592136009440329,256.2980545766882,256.58910966184635,261.37,5963.260711172721,1003.5183505610433
00072504_geop5000.parquet,0.4951772996973446,260.93162020378304,260.81674953061156,268.65,6193.642443701891,1093.064441170523
00072518_geop5000.parquet,0.5726903957833962,264.1106672213244,263.8091441442845,274.21999999999997,6070.580499838846,831.164145066831
00072617_geop5000.parquet,1.1822204758745976,257.4823570176637,256.80643284743206,273.16999999999996,6796.997292794058,1134.8202555574755
00072818_geop5000.parquet,0.8812680578877232,260.69406214892126,259.95497835654777,269.69,5930.980613418718,779.7328267884149
00072910_geop5000.parquet,1.0165068950821883,256.7929704459162,258.1002059275564,258.67999999999995,6006.108909129243,1055.1909656319763
00073018_geop5000.parquet,0.6680567797440332,257.2954474167628,256.28280418410606,266.28,6023.772927027343,867.1645419078627
00073109_geop5000.parquet,0.3099423050313731,260.4651400187905,261.3081294419972,263.2,5760.161802496524,936.9537234852327
00073118_geop5000.parquet,0.29156754780005373,263.7036658135926,263.1586168995032,269.62,5726.437635247018,953.459434845974
00080313_geop5000.parquet,0.20089053063879617,257.84995883672445,259.24012435213,267.65,6691.199411874316,1628.0292805503827
00080322_geop5000.parquet,0.5145328223367833,259.7186807530479,261.8858747976749,267.42999999999995,6318.495797004257,1462.2332997760413
00080411_geop5000.parquet,0.6860711408746766,262.88913261394407,265.6386692922619,263.96,5762.324906876569,970.7923221292737
00080603_geop5000.parquet,0.6117793055291827,262.0349696601029,262.007286977963,264.91999999999996,5621.785503672828,889.2302414229056
00082215_geop5000.parquet,1.0801251543828883,262.1001818546885,260.5999766764871,270.25,5978.176020184437,1055.7717629358542
00121216_geop5000.parquet,4.250462489962382,262.62280760111844,262.9803897555215,277.28,6881.465252822963,1215.4600274222848
00121316_geop5000.parquet,0.9698993716524924,265.20712309436374,264.799926719622,273.96999999999997,6114.014656075595,831.3583160499254
00121318_geop5000.parquet,0.9931351104115088,265.5111015714765,264.41787357085894,279.03,6125.253146326312,961.834055194044
00121414_geop5000.parquet,0.7053130413040073,264.8502607481138,266.89697356341094,270.83,6041.8233318030525,1182.7728388756732
00121418_geop5000.parquet,0.7850162149575783,265.7596580714611,267.0705664519873,277.12,5998.6432403360095,1011.0831636788258
00121514_geop5000.parquet,0.9049979326629971,263.8125822074812,263.7120257155753,271.32,5986.012857787668,1182.450073038908
00121518_geop5000.parquet,0.4448377909889839,262.90379238100445,264.9722343285638,275.85999999999996,6387.117910391682,1415.77268849372
00121614_geop5000.parquet,1.050517317876267,267.6772325179155,268.0304661022462,276.14,5972.755909841424,1159.4204572028095
00121615_geop5000.parquet,1.6055696694677344,267.9344566779028,267.43260293916126,280.01,6133.0441178709725,1030.494102723636
00121618_geop5000.parquet,1.0603703039628471,268.9169505384365,269.92838850203134,278.23999999999995,5942.874902715405,1217.1414558473455
00121713_geop5000.parquet,2.192326776429912,267.78524384557005,267.2335434007841,275.84,5998.348365758036,1264.6077333504552
01040403_geop5000.parquet,3.3212302366198903,266.7678554253461,267.3005506864847,273.54999999999995,6074.919016693419,929.819651957859
01040405_geop5000.parquet,2.6513233483977703,266.02315407926267,266.97310372199814,272.48999999999995,5967.2406950045,1003.182193648497
01040507_geop5000.parquet,1.5646120175835712,264.46900047959446,265.11687165365805,268.91999999999996,5888.282086585488,1041.9255119475429
01040508_geop5000.parquet,1.125868191691084,264.41542441272566,265.4686954081154,267.10999999999996,5783.115901352576,1090.1357481485063
01040608_geop5000.parquet,1.368930335398926,262.9058658333323,264.6997151669403,269.79999999999995,6181.413280112733,1331.5931300736268
01040609_geop5000.parquet,1.3028193168992408,264.6490513486127,267.59092121730174,269.56,6030.9621195931895,1419.7225894006817
01040901_geop5000.parquet,3.264785882542969,264.37137918557966,266.201126292963,270.67999999999995,6315.85274805454,1357.7292005100733
01040903_geop5000.parquet,2.252029971542521,262.26896298464493,263.53949025177195,271.2,6660.2795830051855,1531.444506276923
01040905_geop5000.parquet,1.9074196901441567,259.91230639977664,260.2659702704854,272.48999999999995,7013.5840942075565,1489.6117404684755
01041001_geop5000.parquet,1.817080823688772,266.2007043506288,266.3994723706631,271.65999999999997,6047.681860635345,1036.7788805168336
01041003_geop5000.parquet,1.1342994268010984,262.6105123891762,261.60646827395385,270.81,6138.099814543785,1078.5936471528287
01041006_geop5000.parquet,2.1680555776160038,264.554989295671,264.4012713465683,272.28999999999996,6191.534234732465,1138.2173027966337
01041008_geop5000.parquet,1.0363055546528779,265.79992822225523,266.2155276187605,272.21,6008.010644299922,1005.5167198468295
01041101_geop5000.parquet,2.794244494332544,266.397270457373,268.37323500315875,270.91999999999996,6058.8132038916765,1059.404081776068
01041103_geop5000.parquet,2.9079755590092082,266.962089177144,267.74313237319046,272.91999999999996,6026.56618659525,1023.0823643573407
01041104_geop5000.parquet,1.040355399376027,266.5325402653416,267.5156657038031,273.15999999999997,6078.724237537612,1237.1986123438019
01041106_geop5000.parquet,3.3382811936317007,265.6023624099842,266.0349389156171,272.31,6120.318862956549,1005.7031587597739
01041107_geop5000.parquet,3.2261092547390495,265.3596355143493,265.2762673616857,272.21,6115.485217461136,1037.1114798406904
01041109_geop5000.parquet,3.256150577718523,265.2645972678615,264.99988974900594,272.03,6165.335917458957,1043.2832844130794
01042419_geop5000.parquet,2.159087388398651,259.41479042013543,257.7900108894876,268.16999999999996,6163.273372611716,1175.2549638890218
01042518_geop5000.parquet,0.8284196928994607,265.1401461859311,264.0157558909218,271.22999999999996,5501.318898988719,673.8071128784533
01042602_geop5000.parquet,1.4058683602098427,262.7280273990527,263.38629097568565,265.48999999999995,6019.93072007485,1103.2871599487912
01042619_geop5000.parquet,0.5144179149504562,263.7867921919403,263.42940287009594,276.7,6186.746283987202,1143.2762510987282
01042714_geop5000.parquet,0.3727927791802673,261.0659933850631,261.25028482463887,273.76,6573.530739337307,1365.9534037755004
01042718_geop5000.parquet,0.6908234835035751,259.9244513950455,260.7634716884543,272.34999999999997,6562.483263493433,1394.237900220484
01042815_geop5000.parquet,1.6069044635529526,256.9120354525679,255.914646978144,272.38,6827.044598536773,1084.2594314098778
01042819_geop5000.parquet,1.9015456603243923,262.26503313167024,261.70420285591126,273.69,6091.53080376386,760.7451599961594
01042900_geop5000.parquet,2.29444055002017,260.62877791226435,259.5609702984343,268.7,6164.981648875608,989.7865105760148
01042914_geop5000.parquet,3.7810001699352336,257.2317406295413,257.5999437045994,269.60999999999996,6589.842435466219,1249.1042148721042
01043014_geop5000.parquet,1.7602819364357072,259.48472455866784,258.263198439082,269.72999999999996,6155.060330565655,1105.3575450381952
01043018_geop5000.parquet,1.9416466499645506,260.25955428471195,258.9995963177882,274.38,6197.27205953232,1109.0432244080823
01050114_geop5000.parquet,2.3468765524682276,258.8114873797469,258.73357284904137,271.51,6319.4751135059305,1296.6016317279675
01050119_geop5000.parquet,2.4038584455841914,259.0089786764868,257.0005030670208,271.34999999999997,6330.892492021324,1191.0051204772108
01050123_geop5000.parquet,2.871923369270629,259.3697557548991,258.9179949340444,268.28999999999996,6174.015244794905,1253.4316587294009
01050219_geop5000.parquet,2.077987344148408,258.86722089125385,258.40184865627486,272.81,6627.871169264607,1289.6804061410799
01050300_geop5000.parquet,2.573338144689035,259.93299122119544,260.32397181421067,268.52,6280.609522799418,1239.1712376239334
01050314_geop5000.parquet,1.105327126737867,259.7407683292829,258.782024258038,274.04999999999995,6584.797574196197,1314.0316363794504
01050318_geop5000.parquet,1.3708662033679262,261.48597871110945,259.9831356677923,275.34,6441.346033433376,1309.2904607948856
01050400_geop5000.parquet,1.4669624663757945,262.51981006062465,263.200901177188,268.21999999999997,6188.634841766916,1360.3473750451446
01050414_geop5000.parquet,0.9589939132773784,258.96414024977156,260.70311511435426,272.53,7010.7329972916505,1751.832395198686
01050418_geop5000.parquet,1.5577342627329187,260.75254926734067,260.1009898448734,275.44,6771.631538600716,1453.456039434951
01050423_geop5000.parquet,3.47324133989527,260.3381741556035,259.6947844113309,270.91999999999996,6713.282338300361,1249.1577885608187
01050514_geop5000.parquet,5.029026421175819,263.7172745860282,263.91046434219163,271.7,6206.907131561674,1162.1408322824723
01050516_geop5000.parquet,4.93998030844525,263.87375661693386,264.31886321308144,271.39,6144.147106463638,1038.758089931855
01050518_geop5000.parquet,6.483691155096311,262.37646526989505,261.60767712821524,270.32,6317.7410256726935,1135.8619739561357
01120719_geop5000.parquet,0.5537386399790566,268.32163110383834,267.74804564248166,278.89,5812.203287044275,704.0792821349273
01120814_geop5000.parquet,2.442382894049765,267.0731074165166,266.40864877309804,279.91999999999996,6093.306755010895,836.0375547721394
01120818_geop5000.parquet,2.223284393934445,263.7355782745276,263.7817817603916,279.51,6525.963074954105,992.969530583191
01120913_geop5000.parquet,1.408863462267823,262.9354630091732,262.6240360528609,276.7,6545.579733394683,1318.0489489372635
01121013_geop5000.parquet,0.6345950776847618,267.02512841765076,266.3892688436462,275.44,5878.609364001278,870.9215974452914
01121016_geop5000.parquet,0.5572381884607037,268.51927384696387,267.8790885846269,280.15999999999997,5873.130873447269,978.9935106604008
01121019_geop5000.parquet,0.3494999594643304,269.2797719994423,268.69866910684163,277.53999999999996,5743.333056040723,737.2329843264025
01121114_geop5000.parquet,0.5093557395725283,265.1091896786526,264.4646147672616,279.9,6468.833086209549,1174.688865525396
01121219_geop5000.parquet,0.545231543987699,265.16437948167084,265.3786157636831,280.09,6484.405508253829,1146.2363641981563
01121313_geop5000.parquet,0.4587303712128885,257.40771958368435,257.7008356240464,277.0,7185.551501809139,1368.0150740182125
01121318_geop5000.parquet,0.6721174100371978,262.2353310009942,263.26172772897974,277.41999999999996,6677.82722710203,1292.0974306319715
02110315_geop5000.parquet,1.0326614187097813,264.3207814601397,264.01175221244785,274.54999999999995,5940.824778755214,561.846117530271
98082115_geop5000.parquet,4.8125968477138095,267.40679074980613,267.63899556623505,275.17999999999995,6272.501231601366,1109.4404411167097
98083121_geop5000.parquet,0.6593272034567655,256.3149338890061,255.17354482604895,273.75,7611.919541083899,1272.4704975708187
98100917_geop5000.parquet,0.11119173851830463,260.7376750872483,260.86755322220455,277.14,6768.395385804915,1642.4415214408796
98101003_geop5000.parquet,0.7307448844605128,261.24234889164813,260.3906428970013,268.62,6171.599370217108,1080.4145362399267
98101103_geop5000.parquet,0.9603755732723321,259.4339483117537,260.28037658675487,267.64,6440.224054951726,1110.6777067188384
98101116_geop5000.parquet,0.5043385391386697,260.20200738109463,259.6598199738929,274.28,6462.328464550816,933.9985258575297
98101202_geop5000.parquet,1.2928111100915631,258.09073514584037,257.95942815220104,268.58,6517.733667044993,1225.4807752073402
98101218_geop5000.parquet,0.35234252576347413,261.83489420282365,261.4884013543952,274.25,6424.638153787748,1386.1539288841602
98102414_geop5000.parquet,2.725289739534407,259.39585913564576,259.9830757750781,266.34,6286.249890215571,929.6510094426317
98102512_geop5000.parquet,0.19225492570429625,261.95617241857593,263.71803499023025,265.83,6042.745626221215,1300.01350320736
98102521_geop5000.parquet,0.6111192814658262,260.5054553667899,259.81813116970005,266.34,5748.78500917713,718.1603667143949
98112405_geop5000.parquet,0.6531080626915381,264.60842375539846,266.6805320626226,267.96999999999997,5938.683492172169,1304.3741556837117
98112411_geop5000.parquet,0.16472366960720716,262.9358151744473,262.4114830585436,267.13,5878.5663834681845,1090.3469821911676
98112416_geop5000.parquet,0.3761218720799509,266.7187621592193,265.4083528099641,274.33,5721.153715004057,876.3824805623186
98112423_geop5000.parquet,1.7295062133359895,265.7403516679401,264.9540094791913,269.88,5434.80169613243,468.6192064756328
98112516_geop5000.parquet,0.25970789676970596,267.71196305029184,266.8121319676763,276.57,5703.155084117002,954.7720852897797
98112521_geop5000.parquet,1.765694522159199,265.6442158433574,265.3666724258887,273.71,5730.610456758618,542.9099013314234
98112615_geop5000.parquet,0.8155296830248617,267.72878660596587,267.19861125944857,276.90999999999997,5734.7141343504145,621.4890181941412
98112621_geop5000.parquet,1.0001594792195583,268.6395935499983,267.46590154178404,276.03999999999996,5659.141136762602,573.4613757633649
98112715_geop5000.parquet,0.9859540138846654,269.3703968414543,268.9451892263562,273.92999999999995,5560.262529794391,786.6753001321499
98112720_geop5000.parquet,0.7777974231045426,266.36024175424245,264.83109426018194,275.16999999999996,5925.245153994677,918.2565420226399
98120523_geop5000.parquet,0.9129411741966038,268.0150944548122,267.21429799953074,271.72999999999996,5571.936825471299,672.2857942722706
98120623_geop5000.parquet,0.7493528321755857,266.4194102815655,269.285360661089,268.77,5538.401652722538,984.051644967768
98120705_geop5000.parquet,0.3091238321315432,268.806492387505,269.85869078664587,271.84999999999997,5715.8116036420315,966.3297410540988
98120714_geop5000.parquet,0.17457403488392334,267.4197290847458,268.74829805876493,277.0,6069.917205898623,1345.2554757549722
98120723_geop5000.parquet,1.2884906823764095,266.7352394967688,265.70693655297043,270.81,5568.306344702954,631.8059505891175
98120805_geop5000.parquet,0.715884877713294,265.572941918776,267.1902986933817,266.64,5647.289817531117,1239.6171835662935
98120905_geop5000.parquet,0.78674677737605,266.46111264802255,268.310275242634,269.28,5783.024973040663,1001.3175175853007
98120915_geop5000.parquet,1.1581556198612561,270.1179533922108,269.66722153633566,281.58,5776.161678514937,608.7104687547966
98120923_geop5000.parquet,2.8329511465701027,263.74563313709064,264.64071495221765,273.45,6314.472206841302,861.5632831625829
98121015_geop5000.parquet,0.9597781642158356,269.23083163523637,268.9833721778458,281.07,5915.219491139885,689.5603277067991
98121023_geop5000.parquet,1.7298017411996798,264.5149603530629,266.752001016714,273.45,6281.195486405319,1088.7060339363622
98121105_geop5000.parquet,1.5391891374185136,263.7832068710929,264.0735517687632,272.03999999999996,6493.449083872263,1152.1060849317262
98121115_geop5000.parquet,1.920385694900205,265.92786147629965,265.68343689839656,279.57,6401.2003032293815,923.5125832104587
98121123_geop5000.parquet,2.8323921434189527,263.8664821256887,264.8122420726505,271.48999999999995,6454.453950765571,955.5300345204503
99021718_geop5000.parquet,5.4918931284104255,268.06230588524096,267.94448282075433,280.26,6145.665384666413,972.808651406423
99030415_geop5000.parquet,5.04378062179076,267.7267255605544,267.8494217192147,275.83,6150.578280785272,1093.5066907784392
99030615_geop5000.parquet,5.858438848494114,267.8672279224526,268.3253998395325,274.78999999999996,6131.307733453195,1085.0220638229664
99030915_geop5000.parquet,4.484917358362994,270.54180543827727,271.45992525920883,279.78999999999996,5973.381751215946,974.3393775115414
99031018_geop5000.parquet,7.252025612472965,267.4456356957795,267.01627075571633,277.96,6311.160353766622,1066.680304408563
99031415_geop5000.parquet,1.7949043977832049,266.7428561613675,268.74823763987155,270.88,5775.11665642611,887.1081239090103
99110319_geop5000.parquet,1.4115298318046823,259.47876056643713,256.92146301262324,275.89,6581.731911480883,1210.8147860283602
99110402_geop5000.parquet,1.886055753004196,262.5804741963616,263.5487479122822,264.12,5684.71432827578,621.17642050048
99110412_geop5000.parquet,1.0087234105772418,257.04952899046714,256.1060264705227,267.12,6159.933823693118,1101.0499689634544
99110500_geop5000.parquet,1.429901344178383,258.87166229375225,257.7911675740366,267.4,6039.640048404928,707.9370739215176
99110510_geop5000.parquet,0.5798598785788316,263.06854748728074,264.04842522783514,272.53999999999996,6279.767749101474,1143.5304226835415
99110516_geop5000.parquet,0.8671860258269255,262.14904181556267,261.01823616932177,275.41999999999996,6484.926197086928,1182.5504182600946
99110518_geop5000.parquet,2.218856131214174,264.23166978161584,264.55821735041167,276.7,6305.940639383491,1061.9413530024708
99110601_geop5000.parquet,2.921934377133213,262.2730167625857,263.9903389240483,268.26,6382.256362078303,1176.5310879771296
99110604_geop5000.parquet,2.4619050838075527,261.8685671319501,262.709131016566,270.59,6354.2701170754735,958.8940512999459
99110609_geop5000.parquet,2.7088059376266256,261.90691429264893,262.4173293513316,269.23999999999995,6293.236172500374,1130.4264137640482
99110612_geop5000.parquet,2.0574736092977934,263.97451796946,264.12131417964355,277.12,6209.6080381912525,952.8775751312207
99110618_geop5000.parquet,1.9308912065119734,266.4611076997113,266.73054546550634,277.75,5976.201847605122,894.9650729096605
99110701_geop5000.parquet,1.584398079284562,264.83438419586906,267.35182851573745,267.90999999999997,5706.8569340155045,705.6803366215371
99110704_geop5000.parquet,1.0501752934220683,264.8784957635134,266.4448761183829,266.98999999999995,5721.169728412445,914.2476695195311
99110710_geop5000.parquet,1.1175328927137351,263.1263761283706,264.0376394339068,265.35999999999996,5918.539479711087,963.397894829175
99110712_geop5000.parquet,0.48986787879681504,262.0097698111326,261.8874281279349,272.29999999999995,6244.844768702724,1177.4522017784457
99110718_geop5000.parquet,1.0774721179128166,260.1480921753796,259.37308307961797,276.67999999999995,6661.949450068221,1421.4765014325892
99110719_geop5000.parquet,0.701772199092058,263.43946045963895,262.0547104442981,276.58,6143.842105104458,913.2329133662154
99110804_geop5000.parquet,0.5183126878222696,264.1540639346887,265.92774750543845,263.29999999999995,5513.90780910097,794.2536379091805
99110809_geop5000.parquet,0.4727206180163455,262.882156058227,262.2562088856204,266.25,5672.021717543133,731.7513417588675
99110813_geop5000.parquet,0.33854677318141607,261.2777077972223,260.2804056362155,268.96999999999997,6045.637202213505,942.5000472277702
99110819_geop5000.parquet,0.3386084402010025,263.8865163714626,262.42112678954135,274.98999999999995,5945.579035100251,849.0929383676025
99110915_geop5000.parquet,0.3258118925785353,263.40987581478737,261.98844097725015,270.2,5793.634306075798,796.2636349431234
99110918_geop5000.parquet,0.7741736374727759,262.68920373513924,262.00366506524904,274.31,5970.500700196002,800.0960923802976
99111000_geop5000.parquet,1.0609991388283466,260.59528537719535,260.0734316546159,266.65,5872.489305872998,757.0118411557459
99111004_geop5000.parquet,0.8168949702199967,262.6189878149412,262.57207418605157,265.4,5599.528594079194,819.6177254658218
99111009_geop5000.parquet,0.5746304756795431,261.75914288635295,263.1093899038765,262.84,5708.244038449392,962.1685232399577
99111012_geop5000.parquet,0.2669445219971177,260.8314505135353,261.277527336468,267.75,6093.457332851076,1178.8433207335597
99111018_geop5000.parquet,1.0558950795305646,261.52245860582116,259.52399244331616,272.95,6180.001127863256,1012.9775528365083
99111214_geop5000.parquet,0.24808860672609492,259.2393401061063,260.5772762680331,270.59,6677.367055413216,1281.429953062268
